Unnamed: 0,sample,sample_id,word_id_gold,word,pos_gold,analysis,lemma_gold,language,glossing,glossing_id,manuscript,word_id_pred,lemma_pred,pos_pred
,"BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'",BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.24,genus,NOUN,acc.sg.neut.,genus,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BCr,BCr.27b03_25,genus,NOUN
,"BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'",BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.25,ambiguum,ADJ,acc.sg.neut.pos.,ambiguus,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BCr,BCr.27b03_26,ambiguus,ADJ
,"BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'",BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.26,quidam,PRON,nom.pl.masc.,quidam,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BCr,BCr.27b03_27,quidam,DET
,"BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'",BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.27,doctorum,NOUN,gen.pl.masc.,doctor,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BCr,BCr.27b03_28,doctor,NOUN
,"BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'",BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.28,existimant,VERB,3pl.pres.ind.act.,existimo,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BCr,BCr.27b03_29,existimo,VERB
,"BVi.01a18.05: fithissi absida .graece. circulus interpretatur    'circular courses; in Greek, circle is translated as apside'",BVi.01a18.05,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.2,absida,NOUN,nom.sg.fem.,absida,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BVi,BVi.01a18.05_1,absida,NOUN
,"BVi.01a18.05: fithissi absida .graece. circulus interpretatur    'circular courses; in Greek, circle is translated as apside'",BVi.01a18.05,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.3,graece,ADV,,graece,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BVi,BVi.01a18.05_2,graece,ADV
,"BVi.01a18.05: fithissi absida .graece. circulus interpretatur    'circular courses; in Greek, circle is translated as apside'",BVi.01a18.05,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.4,circulus,NOUN,nom.sg.masc.,circulus,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BVi,BVi.01a18.05_3,circulus,NOUN
,"BVi.01a18.05: fithissi absida .graece. circulus interpretatur    'circular courses; in Greek, circle is translated as apside'",BVi.01a18.05,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.5,interpretatur,VERB,3sg.pres.ind.pass.,interpretor,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,BVi,BVi.01a18.05_4,interpretor,VERB
,Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright',Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.0,idest,,,.i.,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,Sg,Sg.55.32_1,idest,CCONJ
,Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright',Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.1,absida,NOUN,nom.sg.fem.,absida,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,Sg,Sg.55.32_2,absida,NOUN
,Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright',Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.2,graece,ADV,,graece,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,Sg,Sg.55.32_3,graece,PROPN
,Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright',Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.3,interpretatur,VERB,3sg.pres.ind.pass.,interpretor,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,Sg,Sg.55.32_4,interpretor,VERB
,Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright',Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.4,lucida,ADJ,nom.sg.fem.pos.,lucidus,la,gl. circuli absidasShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a,Sg,Sg.55.32_5,lucidus,ADJ
,Ang.50a09c: aiunt    'they say',Ang.50a09c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a09c.0,aiunt,VERB,3pl.pres.ind.act.,aio,la,gl. uerumShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_36a,Ang,Ang.50a09c_1,aio,VERB
,BVi.01a20: aiunt    'they say',BVi.01a20,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a20.0,aiunt,VERB,3pl.pres.ind.act.,aio,la,gl. uerumShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_36a,BVi,BVi.01a20_1,aio,VERB
,Ang.50a09e: lunae    'moon',Ang.50a09e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a09e.0,lunae,NOUN,dat.sg.fem.,luna,la,gl. eiShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_37a,Ang,Ang.50a09e_1,luna,NOUN
,BVi.01a21: lune    'moon',BVi.01a21,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a21.0,lune,NOUN,dat.sg.fem.,luna,la,gl. eiShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_37a,BVi,BVi.01a21_1,lunus,NOUN
,Ang.50a11b: utfit lucerna contra corpus hominis    'as is the case when a lamp (is positioned) against the body of a man',Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.0,ut,SCONJ,,ut,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Ang,Ang.50a11b_1,ut,SCONJ
,Ang.50a11b: utfit lucerna contra corpus hominis    'as is the case when a lamp (is positioned) against the body of a man',Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.1,fit,VERB,3sg.pres.ind.pass.,facio,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Ang,Ang.50a11b_2,fio,VERB
,Ang.50a11b: utfit lucerna contra corpus hominis    'as is the case when a lamp (is positioned) against the body of a man',Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.2,lucerna,NOUN,nom.sg.fem.,lucerna,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Ang,Ang.50a11b_3,lucernum,NOUN
,Ang.50a11b: utfit lucerna contra corpus hominis    'as is the case when a lamp (is positioned) against the body of a man',Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.3,contra,ADP,,contra,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Ang,Ang.50a11b_4,contra,ADP
,Ang.50a11b: utfit lucerna contra corpus hominis    'as is the case when a lamp (is positioned) against the body of a man',Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.4,corpus,NOUN,acc.sg.neut.,corpus,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Ang,Ang.50a11b_5,corpus,NOUN
,Ang.50a11b: utfit lucerna contra corpus hominis    'as is the case when a lamp (is positioned) against the body of a man',Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.5,hominis,NOUN,gen.sg.masc.,homo,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Ang,Ang.50a11b_6,homo,NOUN
,BCr.27b06: .. ut fit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.0,ut,SCONJ,,ut,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BCr,BCr.27b06_1,ut,SCONJ
,BCr.27b06: .. ut fit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.1,fit,VERB,3sg.pres.ind.pass.,facio,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BCr,BCr.27b06_2,fio,VERB
,BCr.27b06: .. ut fit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.2,candela,NOUN,nom.sg.fem.,candela,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BCr,BCr.27b06_3,candela,NOUN
,BCr.27b06: .. ut fit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.3,contra,ADP,,contra,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BCr,BCr.27b06_4,contra,ADP
,BCr.27b06: .. ut fit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.4,corpus,NOUN,acc.sg.neut.,corpus,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BCr,BCr.27b06_5,corpus,NOUN
,BCr.27b06: .. ut fit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.5,hominis,NOUN,gen.sg.masc.,homo,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BCr,BCr.27b06_6,homo,NOUN
,BVi.01a28: ut lucerna fit    'as is the case when a lamp',BVi.01a28,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.0,ut,SCONJ,,ut,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BVi,BVi.01a28_1,ut,SCONJ
,BVi.01a28: ut lucerna fit    'as is the case when a lamp',BVi.01a28,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.1,lucerna,NOUN,nom.sg.fem.,lucerna,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BVi,BVi.01a28_2,lucernum,NOUN
,BVi.01a28: ut lucerna fit    'as is the case when a lamp',BVi.01a28,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.2,fit,VERB,3sg.pres.ind.pass.,facio,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,BVi,BVi.01a28_3,fio,VERB
,Sg.55.38: i. utfit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.1,ut,SCONJ,,ut,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Sg,Sg.55.38_1,ut,SCONJ
,Sg.55.38: i. utfit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.2,fit,VERB,3sg.pres.ind.pass.,facio,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Sg,Sg.55.38_2,fio,VERB
,Sg.55.38: i. utfit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.3,candela,NOUN,nom.sg.fem.,candela,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Sg,Sg.55.38_3,candela,NOUN
,Sg.55.38: i. utfit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.4,contra,ADP,,contra,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Sg,Sg.55.38_4,contra,ADP
,Sg.55.38: i. utfit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.5,corpus,NOUN,acc.sg.neut.,corpus,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Sg,Sg.55.38_5,corpus,NOUN
,Sg.55.38: i. utfit candela contra corpus hominis    'as is the case when a candle is done against the body of a man',Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.6,hominis,NOUN,gen.sg.masc.,homo,la,gl. lux corporeShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a,Sg,Sg.55.38_6,homo,NOUN
,Ang.50a14c: paulatim    'little by little',Ang.50a14c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a14c.0,paulatim,ADV,,paulatim,la,gl. sensimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_45a,Ang,Ang.50a14c_1,paulatim,ADV
,BVi.01a30: paulatim    'little by little',BVi.01a30,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a30.0,paulatim,ADV,,paulatim,la,gl. sensimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_45a,BVi,BVi.01a30_1,paulatim,ADV
,Ang.50a20: cupida auara    'covetous greedy',Ang.50a20,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a20.0,cupida,NOUN,nom.sg.fem.,auara,la,gl. auidaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_53a,Ang,Ang.50a20_1,cupidus,ADJ
,Ang.50a20: cupida auara    'covetous greedy',Ang.50a20,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a20.1,auara,ADJ,nom.sg.fem.pos.,cupidus,la,gl. auidaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_53a,Ang,Ang.50a20_2,auarus,ADJ
,BCr.27b23a: .i. auara    'greedy',BCr.27b23a,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b23a.1,auara,NOUN,nom.sg.fem.,auara,la,gl. auidaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_53a,BCr,BCr.27b23a_1,auarus,ADJ
,BVi.01a38: auara cupida    'greedy covetous',BVi.01a38,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a38.0,auara,NOUN,nom.sg.fem.,auara,la,gl. auidaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_53a,BVi,BVi.01a38_1,auarus,ADJ
,BVi.01a38: auara cupida    'greedy covetous',BVi.01a38,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a38.1,cupida,ADJ,nom.sg.fem.pos.,cupidus,la,gl. auidaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_53a,BVi,BVi.01a38_2,cupidus,ADJ
,BCr.27b28: .i. quaerere    'i.e. to seek',BCr.27b28,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b28.1,quaerere,VERB,pres.infinitive.act.,quaero,la,gl. quaeritandiShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_56b,BCr,BCr.27b28_1,quaero,VERB
,BVi.01a45: cetera    'the rest',BVi.01a45,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a45.0,cetera,DET,nom.pl.neut.,ceterus,la,gl. etc.,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_59a,BVi,BVi.01a45_1,ceterus,DET
,Ang.50a25b: apud scithas    'among the Scythians',Ang.50a25b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a25b.0,apud,ADP,,apud,la,gl. longinquitatemShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60a,Ang,Ang.50a25b_1,apud,ADP
,Ang.50a25b: apud scithas    'among the Scythians',Ang.50a25b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a25b.1,scithas,NOUN,acc.pl.,scythae,la,gl. longinquitatemShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60a,Ang,Ang.50a25b_2,scito,VERB
,BCr.27b34: apud scithios    'among the Scythians',BCr.27b34,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b34.0,apud,ADP,,apud,la,gl. longinquitatemShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60a,BCr,BCr.27b34_1,apud,ADP
,BCr.27b34: apud scithios    'among the Scythians',BCr.27b34,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b34.1,scithios,NOUN,acc.pl.masc.,scythae,la,gl. longinquitatemShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60a,BCr,BCr.27b34_2,scithium,NOUN
,BVi.01a46a: .i. apud scithas    'among the Scythians',BVi.01a46a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46a.1,apud,ADP,,apud,la,gl. longinquitatemShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60a,BVi,BVi.01a46a_1,apud,ADP
,BVi.01a46a: .i. apud scithas    'among the Scythians',BVi.01a46a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46a.2,scithas,NOUN,acc.pl.masc.,scythae,la,gl. longinquitatemShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60a,BVi,BVi.01a46a_2,scito,VERB
,Ang.50a26a: causa diei modici    'cause of the short day',Ang.50a26a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.0,causa,NOUN,nom.sg.fem.,causa,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,Ang,Ang.50a26a_1,causa,NOUN
,Ang.50a26a: causa diei modici    'cause of the short day',Ang.50a26a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.1,diei,NOUN,gen.sg.fem.,dies,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,Ang,Ang.50a26a_2,dies,NOUN
,Ang.50a26a: causa diei modici    'cause of the short day',Ang.50a26a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.2,modici,ADJ,gen.sg.neut.pos.,modicus,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,Ang,Ang.50a26a_3,modicus,ADJ
,BCr.27b35: causa diei modici    'cause of the short day',BCr.27b35,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.0,causa,NOUN,nom.sg.fem.,causa,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,BCr,BCr.27b35_1,causa,NOUN
,BCr.27b35: causa diei modici    'cause of the short day',BCr.27b35,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.1,diei,NOUN,gen.sg.fem.,dies,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,BCr,BCr.27b35_2,dies,NOUN
,BCr.27b35: causa diei modici    'cause of the short day',BCr.27b35,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.2,modici,ADJ,gen.sg.neut.pos.,modicus,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,BCr,BCr.27b35_3,modicus,ADJ
,BVi.01a46b: causa diei mo dici    'cause of the short day',BVi.01a46b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.0,causa,NOUN,nom.sg.fem.,causa,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,BVi,BVi.01a46b_1,causa,NOUN
,BVi.01a46b: causa diei mo dici    'cause of the short day',BVi.01a46b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.1,diei,NOUN,gen.sg.fem.,dies,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,BVi,BVi.01a46b_2,dies,NOUN
,BVi.01a46b: causa diei mo dici    'cause of the short day',BVi.01a46b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.2,modici,ADJ,gen.sg.neut.pos.,modicus,la,gl. breuiandaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_60b,BVi,BVi.01a46b_3,modicus,ADJ
,Ang.50a26b: somno    'sleep',Ang.50a26b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26b.0,somno,NOUN,abl.sg.masc.,somnus,la,gl. prolixiorShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_61a,Ang,Ang.50a26b_1,somnus,NOUN
,BVi.01a47a: somno    'sleep',BVi.01a47a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a47a.0,somno,NOUN,abl.sg.masc.,somnus,la,gl. prolixiorShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_61a,BVi,BVi.01a47a_1,somnus,NOUN
,Ang.50a27a: nox    'night',Ang.50a27a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a27a.0,nox,NOUN,nom.sg.fem.,nox,la,gl. fouendaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_61b,Ang,Ang.50a27a_1,nox,NOUN
,BVi.01a47b: nox    'night',BVi.01a47b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a47b.0,nox,NOUN,nom.sg.fem.,nox,la,gl. fouendaShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_61b,BVi,BVi.01a47b_1,nox,NOUN
,Ang.50b03f: .i.adseptem    'up to seven',Ang.50b03f,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b03f.1,ad,ADP,,ad,la,gl. ad unam finem spectantShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_299_5b,Ang,Ang.50b03f_1,ad,ADP
,Ang.50b03f: .i.adseptem    'up to seven',Ang.50b03f,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50b03f.2,septem,NUM,,septem,la,gl. ad unam finem spectantShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_299_5b,Ang,Ang.50b03f_2,septem,NUM
